datetime,total,total_tcp,total_http,total_udp,size,size_tcp,size_http,size_udp
1334132400,17337,5017,2330,9990,18001,7942,944,9115
1334132700,10372,3975,954,5443,9492,2767,5940,785
1334133000,12200,858,9134,2208,18016,7960,3962,6094
1334133300,12174,1462,3618,7094,18801,4368,4840,9593
1334133600,24289,8383,8425,7481,7020,1333,4263,1424
1334133900,18743,330,9893,8520,16868,4365,8079,4424
1334134200,19304,7986,3487,7831,17568,2536,5737,9295
1334134500,23535,8133,8250,7152,12857,5018,2933,4906
1334134800,17242,9569,7245,428,17698,8671,6945,2082
1334135100,21913,8153,9740,4020,18662,6835,6163,5664
1334135400,13848,4376,2946,6526,19994,8549,7745,3700
1334135700,6797,428,3365,3004,16522,4259,6065,6198
1334136000,22983,7654,8522,6807,20601,4885,6408,9308
1334136300,13562,8924,1896,2742,11716,6630,4960,126
1334136600,17823,9910,5827,2086,18127,1576,7856,8695
1334136900,27957,9934,8507,9516,18512,9854,6018,2640
1334137200,16158,4096,4920,7142,10588,822,8538,1228
1334137500,19848,7434,2977,9437,9882,2726,6162,994
1334137800,17977,5419,8414,4144,16031,4403,9209,2419
1334138100,18096,7045,4358,6693,14712,8965,95,5652
1334138400,11506,5699,5785,22,16605,7428,5070,4107
1334138700,21343,9813,3022,8508,15564,911,8944,5709
1334139000,16824,2477,7994,6353,27539,8981,9672,8886
1334139300,18069,9157,4098,4814,13391,1016,8627,3748
1334139600,18899,2746,6605,9548,14800,8121,5344,1335
1334139900,21671,4620,7855,9196,19845,9949,3980,5916
1334140200,13924,1671,2891,9362,23696,7502,7999,8195
1334140500,9243,1061,3949,4233,10402,1170,6902,2330
1334140800,20370,1790,9612,8968,14976,4368,6287,4321
1334141100,13023,5723,3769,3531,13042,2386,7183,3473
1334141400,14614,7286,216,7112,10804,1533,7018,2253
1334141700,16728,6472,2668,7588,17481,9699,4286,3496
1334142000,15322,3976,2471,8875,9653,3624,5191,838
1334142300,17484,8330,8758,396,18018,5308,8781,3929
1334142600,15383,9712,2459,3212,10924,5004,5691,229
1334142900,15757,5446,4201,6110,25277,8813,9885,6579
1334143200,10052,676,5192,4184,13142,1124,2839,9179
1334143500,12143,8840,2697,606,9689,4093,4983,613
1334143800,11616,4618,4831,2167,22181,5099,7305,9777
1334144100,15934,6529,5197,4208,16824,4271,9751,2802
1334144400,11788,1855,1284,8649,9193,376,6722,2095
1334144700,11472,6264,71,5137,18599,4502,8193,5904
1334145000,11941,3249,3394,5298,9380,981,5133,3266
1334145300,15051,6637,1939,6475,17675,9215,8248,212
1334145600,8850,4276,2391,2183,10233,1773,7873,587
1334145900,14615,8789,539,5287,15111,5434,6494,3183
1334146200,7362,2638,2119,2605,18025,1706,8793,7526
1334146500,25123,7357,9097,8669,13839,3749,3587,6503
1334146800,14262,3995,2632,7635,9736,4378,2313,3045
1334147100,18826,9603,1731,7492,10642,3052,6942,648
1334147400,24205,7914,9811,6480,8454,4965,22,3467
1334147700,16643,9775,1706,5162,13036,9,4674,8353
1334148000,9552,4633,3843,1076,9523,535,4157,4831
1334148300,15701,6208,3816,5677,11121,1800,8655,666
1334148600,9123,1755,4946,2422,17142,5500,5527,6115
1334148900,21836,2519,9852,9465,11862,7156,3898,808
1334149200,15674,7293,1346,7035,9664,5776,1474,2414
1334149500,7998,148,1492,6358,3831,614,1669,1548
1334149800,10947,2925,1658,6364,17273,3571,4216,9486
1334150100,10434,9247,526,661,15856,7428,6054,2374
1334150400,18917,6199,4699,8019,8766,4772,2080,1914
1334150700,16750,9981,1053,5716,11538,2662,8793,83
1334151000,8121,4447,3010,664,10389,1675,631,8083
1334151300,6682,4133,402,2147,14156,8051,1942,4163
1334151600,15764,2892,7829,5043,10529,6143,1540,2846
1334151900,6383,615,3129,2639,4331,983,2081,1267
1334152200,19754,5711,7757,6286,15748,7042,7864,842
1334152500,9744,596,5612,3536,14153,6928,4851,2374
1334152800,7087,2977,1669,2441,6334,1953,4008,373
1334153100,28400,9170,9826,9404,12675,3342,5599,3734
1334153400,19137,4699,5739,8699,9268,763,1600,6905
1334153700,15287,9382,4677,1228,14446,4239,5671,4536
1334154000,17651,8199,6526,2926,22694,7408,6396,8890
1334154300,20230,8123,3346,8761,18562,3977,7547,7038
1334154600,14587,7700,223,6664,11744,7040,4410,294
1334154900,5918,2657,1923,1338,14905,7672,2123,5110
1334155200,18403,1865,6951,9587,9066,4545,4493,28
1334155500,14721,4511,5497,4713,18397,5212,3736,9449
1334155800,14445,585,4814,9046,8834,4716,4094,24
1334156100,16446,6158,4348,5940,17194,3812,9089,4293
1334156400,9508,1318,2704,5486,8470,5123,981,2366
1334156700,9253,4062,2330,2861,17815,7728,3927,6160
1334157000,20269,9673,3875,6721,14018,3530,2500,7988
1334157300,22877,6633,9142,7102,5349,5289,36,24
1334157600,18047,9187,2293,6567,10479,6768,924,2787
1334157900,10532,6571,1995,1966,23031,9420,7133,6478
1334158200,16146,7844,2789,5513,15669,1715,6919,7035
1334158500,14644,9583,3135,1926,17148,7273,8004,1871
1334158800,13199,3041,5360,4798,24409,7220,9784,7405
1334159100,18879,4508,8413,5958,18895,4186,6740,7969
1334159400,22133,8015,9097,5021,18656,3348,8896,6412
1334159700,20349,1799,9725,8825,11055,6155,3299,1601
1334160000,17747,5559,7031,5157,11111,7438,1914,1759
1334160300,12351,3095,7930,1326,13234,5288,3303,4643
1334160600,12681,2597,1828,8256,14513,5128,8785,600
1334160900,8839,214,7044,1581,19655,6656,7299,5700
1334161200,17625,5461,4737,7427,13361,1157,4290,7914
1334161500,16998,2045,5243,9710,18098,8739,2530,6829
1334161800,8777,1304,5887,1586,17513,9782,6282,1449
1334162100,18401,6932,9474,1995,21382,9780,2063,9539
1334162400,15162,7965,3898,3299,19700,6917,8112,4671
1334162700,16305,6287,4880,5138,20661,7248,3516,9897
1334163000,9604,2712,3257,3635,14953,1716,8834,4403
1334163300,16109,4929,3272,7908,21232,7633,4803,8796
1334163600,10003,4679,5107,217,21129,4672,8367,8090
1334163900,23123,5685,7572,9866,18588,2636,6939,9013
1334164200,11263,9116,474,1673,9936,2769,593,6574
1334164500,17362,6575,1852,8935,13188,8889,2285,2014
1334164800,24497,5929,9710,8858,15152,5171,5065,4916
1334165100,4464,3111,638,715,16329,8872,1585,5872
1334165400,11914,1215,3036,7663,22156,5647,9800,6709
1334165700,19263,6665,2974,9624,23387,8748,6140,8499
1334166000,15651,4865,9143,1643,17973,6310,2840,8823
1334166300,21037,9519,7623,3895,15576,7641,4027,3908
1334166600,9532,3846,979,4707,13547,9319,1156,3072
1334166900,4975,742,1603,2630,19761,4368,5980,9413
1334167200,3126,1253,1327,546,18264,4986,8428,4850
1334167500,20130,2125,9118,8887,4784,2374,2191,219
1334167800,11545,1455,994,9096,22966,4422,8713,9831
1334168100,22105,8211,5946,7948,12822,952,5603,6267
1334168400,12435,6119,5519,797,15443,2831,2819,9793
1334168700,10710,24,7991,2695,11536,722,6988,3826
1334169000,5443,925,2413,2105,16590,6895,8257,1438
1334169300,8188,2585,3284,2319,17845,8517,8106,1222
1334169600,8896,3146,396,5354,18454,8756,200,9498
1334169900,16562,1933,9701,4928,12586,4365,591,7630
1334170200,12473,2636,9812,25,18238,8401,7807,2030
1334170500,10381,7556,2263,562,11351,1865,149,9337
1334170800,12863,5587,586,6690,11943,1353,5732,4858
1334171100,13911,5779,4518,3614,8157,382,2586,5189
1334171400,19613,7792,4618,7203,16329,3779,3252,9298
1334171700,16954,2549,8596,5809,17401,1856,6320,9225
1334172000,20500,5949,6210,8341,17091,9449,3113,4529
1334172300,21066,7643,9365,4058,14942,5460,2238,7244
1334172600,7150,4048,1029,2073,14564,6171,2593,5800
1334172900,10191,542,4172,5477,16208,7218,7013,1977
1334173200,17440,7435,4962,5043,8188,5104,434,2650
1334173500,10832,3899,3816,3117,8000,646,3021,4333
1334173800,9534,3878,4097,1559,12224,7578,1986,2660
1334174100,17590,8223,2547,6820,14699,6092,7218,1389
1334174400,13031,4734,5825,2472,17131,6713,9996,422
1334174700,25204,7124,9625,8455,16587,7404,4003,5180
1334175000,21045,9474,3146,8425,16970,7216,3044,6710
1334175300,21636,9246,5232,7158,16515,5383,8527,2605
1334175600,13792,1054,8119,4619,13048,4512,4801,3735
1334175900,13182,7604,4473,1105,7427,3223,456,3748
1334176200,19990,5195,6849,7946,10531,2926,6980,625
1334176500,21317,7986,5167,8164,8468,1015,6990,463
1334176800,15116,4709,6050,4357,3911,440,3154,317
1334177100,12541,1696,2398,8447,13618,1012,3799,8807
1334177400,15331,4713,8094,2524,6895,1052,4422,1421
1334177700,20995,8552,9072,3371,15217,6874,7117,1226
1334178000,9132,983,6112,2037,16940,5919,7520,3501
1334178300,13382,6806,1823,4753,21063,8456,2807,9800
1334178600,19265,922,9575,8768,14322,6994,5906,1422
1334178900,18441,3001,6096,9344,7530,1252,3294,2984
1334179200,15327,5327,8614,1386,12275,1614,8368,2293
1334179500,17688,9553,7083,1052,5243,1019,2546,1678
1334179800,18585,713,8756,9116,10316,1488,3617,5211
1334180100,9547,6585,818,2144,19799,7888,2465,9446
1334180400,25088,9049,7530,8509,22121,4150,9262,8709
1334180700,20753,4475,8680,7598,19848,8232,4186,7430
1334181000,17531,8639,7270,1622,14553,1295,7706,5552
1334181300,9023,3292,1416,4315,11766,2438,3244,6084
1334181600,16843,5913,5271,5659,14112,5209,4060,4843
1334181900,7811,4350,1312,2149,8946,470,5400,3076
1334182200,23205,7386,9442,6377,24735,7646,7853,9236
1334182500,15607,8253,2160,5194,20519,7938,7579,5002
1334182800,24521,8982,6340,9199,10144,3422,1476,5246
1334183100,17399,538,8178,8683,16146,9321,2836,3989
1334183400,13516,4539,2883,6094,17612,7746,5057,4809
1334183700,11888,7318,3474,1096,19588,7329,3526,8733
1334184000,8785,2392,2581,3812,15142,5278,3707,6157
1334184300,11311,3367,1572,6372,23002,9343,8744,4915
1334184600,15623,7612,3443,4568,11991,6961,3308,1722
1334184900,19353,7753,4837,6763,16406,9244,6894,268
1334185200,19311,3990,6955,8366,12185,8436,766,2983
1334185500,16361,6649,3708,6004,1044,106,324,614
1334185800,10365,3255,4618,2492,7107,691,5052,1364
1334186100,21746,8826,6424,6496,19946,4950,8016,6980
1334186400,22218,4004,8864,9350,15585,4663,8526,2396
1334186700,21684,4278,8449,8957,7097,559,3827,2711
1334187000,6481,3262,2561,658,11299,3343,5378,2578
1334187300,11421,1069,2011,8341,6033,1463,310,4260
1334187600,7655,3346,220,4089,13783,7774,2851,3158
1334187900,2496,331,2072,93,13905,6535,1181,6189
1334188200,14808,6608,6949,1251,18475,8762,7312,2401
1334188500,18265,7402,9353,1510,10646,4537,5301,808
1334188800,19976,7225,6648,6103,11366,2307,7270,1789
1334189100,20536,7836,4439,8261,11949,5638,3924,2387
1334189400,10249,7928,195,2126,15342,8459,1815,5068
1334189700,15844,7115,6373,2356,12354,6823,3424,2107
1334190000,15606,4324,8849,2433,9919,3256,5740,923
1334190300,15917,7877,700,7340,17055,6600,695,9760
1334190600,7897,2355,32,5510,20026,8939,1790,9297
1334190900,15388,7139,4489,3760,14617,7038,6984,595
1334191200,11155,4883,4780,1492,11312,6019,1593,3700
1334191500,10938,4105,5115,1718,24039,9080,9422,5537
1334191800,24514,8649,7901,7964,26975,8676,8787,9512
1334192100,12437,4012,7197,1228,15969,4080,9396,2493
1334192400,13341,3592,7682,2067,8401,1302,2484,4615
1334192700,16991,6826,4657,5508,12420,4077,3540,4803
1334193000,26051,8164,9474,8413,15930,5404,8628,1898
1334193300,17155,9423,4772,2960,16147,5158,6644,4345
1334193600,13672,138,6282,7252,12850,2414,6916,3520
1334193900,9276,4202,1455,3619,4950,3016,269,1665
1334194200,11567,5071,4827,1669,13744,5915,3696,4133
1334194500,8841,440,2877,5524,14452,3270,5290,5892
1334194800,10249,9979,216,54,20414,9196,1750,9468
1334195100,17532,1499,9098,6935,13952,3594,3945,6413
1334195400,15652,4217,4182,7253,18042,9150,2400,6492
1334195700,12795,2144,7160,3491,5994,1260,3851,883
1334196000,12677,751,8782,3144,20807,6609,8194,6004
1334196300,14728,5918,5874,2936,22362,5354,7467,9541
1334196600,14128,6562,1341,6225,13243,3894,7773,1576
1334196900,7205,4072,334,2799,11916,3596,8221,99
1334197200,18657,9243,8535,879,8312,870,6902,540
1334197500,14189,9915,29,4245,22165,7750,4508,9907
1334197800,17200,6070,7461,3669,12132,5547,1177,5408
1334198100,17657,7713,5327,4617,9264,3100,4159,2005
1334198400,9208,3362,214,5632,14054,4135,9244,675
1334198700,7955,3220,2576,2159,22501,2737,9951,9813
1334199000,22163,9840,6811,5512,7726,2044,231,5451
1334199300,8463,3854,136,4473,5140,2097,2162,881
1334199600,11915,1777,8324,1814,18354,709,8012,9633
1334199900,20083,5084,7074,7925,16825,1432,6274,9119
1334200200,11183,3726,5801,1656,11191,1377,1619,8195
1334200500,10466,647,7126,2693,21364,9284,2962,9118
1334200800,14549,7699,6103,747,11057,4107,4145,2805
1334201100,16956,1557,9019,6380,15001,1210,4082,9709
1334201400,13869,9609,1084,3176,12019,6729,2060,3230
1334201700,12245,2929,7659,1657,16661,6808,737,9116
1334202000,16503,6698,8312,1493,22905,8458,8967,5480
1334202300,12379,2683,8689,1007,19907,7655,7462,4790
1334202600,17133,3592,7988,5553,18307,4715,5140,8452
1334202900,14085,4315,2231,7539,14761,4016,4786,5959
1334203200,13902,5550,2824,5528,10767,330,3736,6701
1334203500,17813,5232,2620,9961,15869,9271,5579,1019
1334203800,13800,4782,6256,2762,16519,6071,6820,3628
1334204100,18949,4090,6491,8368,13770,506,8371,4893
1334204400,16909,5210,5822,5877,20412,8611,5520,6281
1334204700,20138,6649,8249,5240,18903,9529,2777,6597
1334205000,14538,1200,6954,6384,11105,4523,6292,290
1334205300,8369,3587,3784,998,6072,4176,496,1400
1334205600,22235,8891,3926,9418,10916,4954,963,4999
1334205900,10713,3738,1051,5924,16106,2730,6373,7003
1334206200,6479,141,2138,4200,18375,9727,3482,5166
1334206500,11089,3327,3229,4533,24489,9715,5454,9320
1334206800,9854,1694,4828,3332,12236,5813,568,5855
1334207100,10896,268,3307,7321,8469,6569,1559,341
1334207400,8434,3952,492,3990,4969,1091,889,2989
1334207700,11633,4609,3434,3590,13173,5001,839,7333
1334208000,11203,5683,2845,2675,8671,2504,2959,3208
1334208300,17591,3677,5155,8759,21843,7530,7162,7151
1334208600,14827,1678,9609,3540,18181,6468,4780,6933
1334208900,18042,7255,1990,8797,10096,3334,1803,4959
1334209200,8970,7938,646,386,5306,3265,1431,610
1334209500,11519,1475,4945,5099,14518,7736,2726,4056
1334209800,10584,7016,2952,616,12405,69,9432,2904
1334210100,15382,9833,2215,3334,20951,9590,3777,7584
1334210400,12825,3504,971,8350,8385,3102,3849,1434
1334210700,12210,7780,1994,2436,12646,7516,2512,2618
1334211000,21099,9641,7501,3957,11457,2974,3547,4936
1334211300,12276,9533,385,2358,23990,9273,8575,6142
1334211600,17005,2040,4985,9980,15327,9107,2065,4155
1334211900,3127,639,1115,1373,23185,9716,9276,4193
1334212200,14841,479,9849,4513,16924,7714,230,8980
1334212500,20099,4691,6314,9094,25245,9767,7521,7957
1334212800,9228,2409,3678,3141,13438,4827,506,8105
1334213100,20561,6136,5545,8880,18415,6852,3721,7842
1334213400,16846,7264,9332,250,14881,3349,9637,1895
1334213700,18505,7165,7283,4057,17701,3683,9018,5000
1334214000,15842,1847,6331,7664,3287,1663,497,1127
1334214300,20135,6976,6063,7096,5440,289,3522,1629
1334214600,6993,2879,4103,11,20021,8643,3588,7790
1334214900,13606,3162,5320,5124,16087,8666,2650,4771
1334215200,16146,920,7585,7641,16328,9396,5586,1346
1334215500,19597,6518,9337,3742,12478,3858,2510,6110
1334215800,17349,3899,9392,4058,18166,3975,8387,5804
1334216100,10936,8016,1930,990,18699,6505,9916,2278
1334216400,11600,6357,3190,2053,17499,8067,6307,3125
1334216700,19548,8138,7404,4006,23456,8710,4878,9868
1334217000,18720,8373,7015,3332,19784,6687,3921,9176
1334217300,17559,8038,7974,1547,12815,9298,2142,1375
1334217600,14025,8197,2991,2837,16117,3419,8027,4671
1334217900,12934,9376,666,2892,24408,6785,7688,9935
1334218200,11428,7961,2519,948,10182,1970,1624,6588
1334218500,16827,5633,6851,4343,12114,4840,6859,415
1334218800,11231,3886,166,7179,21175,8014,7936,5225
1334219100,8122,234,1563,6325,22707,9878,7416,5413
1334219400,12313,3975,5104,3234,18378,1182,9143,8053
1334219700,15148,6871,4475,3802,20290,4418,7770,8102
1334220000,16897,7753,7955,1189,13114,2499,5035,5580
1334220300,12071,1800,5465,4806,10816,1518,2023,7275
1334220600,24871,9864,6632,8375,17348,9087,4657,3604
1334220900,15531,4453,7284,3794,16273,6336,9748,189
1334221200,6676,4542,550,1584,19808,9944,9551,313
1334221500,16231,2493,6179,7559,17096,1011,8559,7526
1334221800,18561,2518,9150,6893,6158,3971,1311,876
1334222100,21751,9920,6600,5231,20715,8473,5038,7204
1334222400,19494,9395,9327,772,17640,5161,6788,5691
1334222700,13024,6322,5391,1311,24791,8889,6373,9529
1334223000,16464,7240,3361,5863,8379,1429,6631,319
1334223300,12558,2579,5686,4293,21337,3427,8163,9747
1334223600,14055,619,6508,6928,20585,8791,7126,4668
1334223900,25791,6568,9392,9831,19695,7578,7986,4131
1334224200,18859,8576,7909,2374,18594,9469,1811,7314
1334224500,10888,2498,4868,3522,15527,7349,3039,5139
1334224800,8927,4817,2741,1369,23406,9455,7133,6818
1334225100,8015,3940,25,4050,16034,1347,6196,8491
1334225400,9192,797,1536,6859,24113,9387,7120,7606
1334225700,11770,3652,4567,3551,15421,7254,3208,4959
1334226000,18452,1486,8545,8421,16545,7334,7513,1698
1334226300,19518,1367,8645,9506,18165,8876,3929,5360
1334226600,14860,9257,85,5518,10179,497,3127,6555
1334226900,6524,3051,621,2852,20094,8208,5469,6417
1334227200,14807,2800,3609,8398,13048,6853,5042,1153
1334227500,17974,6731,6624,4619,11324,3828,6167,1329
1334227800,11544,502,3841,7201,18483,8496,4886,5101
1334228100,21866,9217,6560,6089,19858,9761,6167,3930
1334228400,7823,74,5969,1780,10645,1158,5742,3745
1334228700,15950,696,5578,9676,16511,5982,5594,4935
1334229000,13946,5659,4786,3501,14189,2941,3982,7266
1334229300,9274,6175,2998,101,21914,5096,8069,8749
1334229600,18636,752,8687,9197,14853,4315,2195,8343
1334229900,13653,2620,9836,1197,17079,4318,7004,5757
1334230200,17404,4935,6839,5630,10162,427,7056,2679
1334230500,5232,807,3737,688,16144,9144,2814,4186
1334230800,19067,9300,8801,966,26256,9499,7301,9456
1334231100,16745,3520,9771,3454,16313,1795,8369,6149
1334231400,7944,7143,347,454,13263,6274,2357,4632
1334231700,21079,9414,3778,7887,20892,8669,3258,8965
1334232000,19463,5174,5239,9050,7367,2906,819,3642
1334232300,13699,7489,511,5699,14212,7329,5750,1133
1334232600,8245,134,8080,31,18899,1645,9111,8143
1334232900,13712,5797,7541,374,9841,3545,1318,4978
1334233200,17930,1235,9639,7056,24714,9291,9449,5974
1334233500,14343,3262,4071,7010,17583,6146,7317,4120
1334233800,18719,5664,5677,7378,13570,1975,4849,6746
1334234100,15822,3089,5616,7117,21919,3483,9951,8485
1334234400,8350,3741,681,3928,19394,9015,2158,8221
1334234700,14687,5303,3331,6053,21404,8771,5221,7412
1334235000,13801,3462,4264,6075,22558,6529,7774,8255
1334235300,21916,4875,9713,7328,24971,9367,8823,6781
1334235600,18730,110,8667,9953,12589,3923,1983,6683
1334235900,8753,1334,661,6758,17923,1548,7012,9363
1334236200,4929,1862,2613,454,4566,596,1343,2627
1334236500,20518,7783,4405,8330,6918,1140,5043,735
1334236800,13161,3380,1,9780,12558,5379,3757,3422
1334237100,11297,934,2241,8122,7797,312,4234,3251
1334237400,7140,3860,1759,1521,19972,3490,6793,9689
1334237700,22771,6362,6549,9860,12503,9524,2193,786
1334238000,13624,4142,1601,7881,14175,3256,3493,7426
1334238300,11607,2968,3244,5395,19712,7306,3266,9140
1334238600,12895,5120,3281,4494,13838,9984,1929,1925
1334238900,14595,2880,7559,4156,16917,7574,552,8791
1334239200,16925,4995,7603,4327,10180,7508,1027,1645
1334239500,17542,301,7507,9734,20998,5542,6951,8505
1334239800,16876,3638,8275,4963,12056,1498,7324,3234
1334240100,5162,1050,744,3368,22742,6860,7989,7893
1334240400,21394,3084,8765,9545,11371,7746,1217,2408
1334240700,17068,4962,7456,4650,10364,6856,21,3487
1334241000,18614,3713,6099,8802,14808,1979,3581,9248
1334241300,13761,755,4480,8526,16831,3585,5609,7637
1334241600,21764,7034,7140,7590,15932,3505,9564,2863
1334241900,16948,7052,8625,1271,19992,6077,5144,8771
1334242200,20184,3343,7135,9706,3095,987,1612,496
1334242500,9595,8241,226,1128,11875,5237,3010,3628
1334242800,24711,7937,6941,9833,15336,6035,330,8971
1334243100,12195,530,4157,7508,3589,3020,345,224
1334243400,15462,8861,5566,1035,13980,3836,2388,7756
1334243700,15589,7099,3606,4884,9860,1985,7617,258
1334244000,22185,9973,2547,9665,21120,3998,8278,8844
1334244300,14325,3574,3816,6935,20935,7267,7317,6351
1334244600,17113,9152,877,7084,21376,8967,6563,5846
1334244900,10047,4386,704,4957,17701,7088,6106,4507
1334245200,11808,9861,1916,31,24738,8036,7342,9360
1334245500,15883,5523,8141,2219,17418,5806,5988,5624
1334245800,22907,5658,7916,9333,17859,4803,4116,8940
1334246100,18634,8260,2117,8257,20233,2964,9907,7362
1334246400,23724,8197,8077,7450,10725,1072,3644,6009
1334246700,7400,1658,793,4949,18096,8364,5367,4365
1334247000,24138,8589,7548,8001,12622,2084,6964,3574
1334247300,15411,8068,1414,5929,19621,1981,8995,8645
1334247600,8524,4467,3611,446,9650,219,7787,1644
1334247900,20304,7063,9437,3804,26461,8258,8800,9403
1334248200,18949,8831,2948,7170,21965,9286,6744,5935
1334248500,15855,4060,2149,9646,10258,7447,56,2755
1334248800,18031,8368,506,9157,24833,9114,9765,5954
1334249100,16959,7717,6796,2446,18071,1124,9724,7223
1334249400,13861,7613,230,6018,11129,4946,1123,5060
1334249700,10767,7265,1333,2169,6405,4749,787,869
1334250000,3624,810,364,2450,15158,3118,9098,2942
1334250300,25319,8820,8906,7593,13379,6229,6412,738
1334250600,10977,8282,2149,546,18966,9408,5156,4402
1334250900,13610,7415,3266,2929,6000,2668,1342,1990
1334251200,16706,3174,5209,8323,9727,2504,938,6285
1334251500,7055,4753,855,1447,20844,9995,9626,1223
1334251800,8544,3769,3857,918,11207,5958,4816,433
1334252100,18861,8398,1063,9400,17124,1308,5985,9831
1334252400,14032,146,8211,5675,22532,6352,9636,6544
1334252700,17052,7038,1263,8751,23043,8056,5144,9843
1334253000,22391,9228,7312,5851,22808,9126,9541,4141
1334253300,12463,5044,6277,1142,13539,4966,8503,70
1334253600,17750,6648,4592,6510,16646,7039,4264,5343
1334253900,18310,9873,4920,3517,16451,4758,2293,9400
1334254200,11842,6699,2320,2823,15336,3492,4458,7386
1334254500,19778,9046,9095,1637,22239,9463,5800,6976
1334254800,10989,1127,8667,1195,9729,995,2801,5933
1334255100,11062,6660,2711,1691,4647,3121,562,964
1334255400,21315,5821,8944,6550,12756,6209,5794,753
1334255700,16814,3299,6529,6986,22494,5138,9185,8171
1334256000,17623,6003,4283,7337,16672,2657,7392,6623
1334256300,9851,592,2232,7027,18132,2800,9017,6315
1334256600,17785,9153,4236,4396,14508,1294,7469,5745
1334256900,15480,9391,5487,602,18794,3647,9705,5442
1334257200,21582,8875,8437,4270,13357,2324,8527,2506
1334257500,21899,7701,5040,9158,15449,5281,5010,5158
1334257800,17624,6113,4432,7079,6827,1667,458,4702
1334258100,8882,828,6295,1759,19654,653,9529,9472
1334258400,15823,3054,3191,9578,6828,5377,727,724
1334258700,13499,3374,3774,6351,15385,5829,5025,4531
1334259000,10282,1218,2831,6233,13958,109,6751,7098
1334259300,20960,2036,9749,9175,23941,9566,5743,8632
1334259600,15328,7125,6224,1979,17704,3877,9688,4139
1334259900,21194,7966,5155,8073,18271,8971,412,8888
1334260200,14193,6132,2691,5370,16646,9075,5304,2267
1334260500,18863,8192,2910,7761,18600,5488,5480,7632
1334260800,17554,7771,4307,5476,17571,9671,2729,5171
1334261100,16128,8767,6440,921,18086,8341,7197,2548
1334261400,21374,4861,9662,6851,10644,9039,1351,254
1334261700,13778,850,6502,6426,17243,8477,7561,1205
1334262000,15006,7997,1890,5119,20620,5536,6052,9032
1334262300,6061,807,2100,3154,18305,7926,1942,8437
1334262600,12519,2212,7201,3106,16570,1408,8380,6782
1334262900,12406,746,6464,5196,5995,4143,698,1154
1334263200,10182,217,6997,2968,18686,8319,2015,8352
1334263500,17256,1575,8395,7286,21410,7596,5634,8180
1334263800,27790,9477,9383,8930,14902,4747,3695,6460
1334264100,11773,7128,852,3793,23994,9785,6745,7464
1334264400,12358,1286,3448,7624,12407,1751,4321,6335
1334264700,16750,8108,5089,3553,23587,8909,9821,4857
1334265000,19015,8256,5468,5291,11399,50,3887,7462
1334265300,11653,2134,322,9197,16250,4594,8746,2910
1334265600,11078,94,1244,9740,12322,1750,1599,8973
1334265900,15175,7487,1071,6617,18528,3904,9798,4826
1334266200,17767,8288,3979,5500,14320,6046,5675,2599
1334266500,15984,2941,7265,5778,23743,7985,6798,8960
1334266800,11063,1383,9575,105,10075,1492,5669,2914
1334267100,13670,7655,4307,1708,13658,3493,6993,3172
1334267400,13696,3793,312,9591,15710,6484,2561,6665
1334267700,16591,5808,3928,6855,13394,7209,5566,619
1334268000,18207,2536,8978,6693,16149,7287,8143,719
1334268300,18315,1042,9836,7437,15416,4511,8851,2054
1334268600,17721,4156,9823,3742,14423,2602,7460,4361
1334268900,21423,7043,6794,7586,20469,3516,9415,7538
1334269200,8471,4390,38,4043,19083,5030,6122,7931
1334269500,21749,7243,8212,6294,24454,5980,8671,9803
1334269800,14722,5194,8496,1032,16933,2027,8310,6596
1334270100,22456,8468,9798,4190,24170,9811,6317,8042
1334270400,11452,9004,2111,337,12286,8433,1415,2438
1334270700,12207,7928,1546,2733,16756,6757,8624,1375
1334271000,17596,9024,6524,2048,14238,7,9162,5069
1334271300,12861,751,5829,6281,11823,362,3935,7526
1334271600,20356,6624,5434,8298,11733,2766,5101,3866
1334271900,15391,2346,9109,3936,12328,4868,4411,3049
1334272200,15854,6188,4999,4667,14555,997,5599,7959
1334272500,14827,5325,9113,389,16221,6377,8840,1004
1334272800,16823,7164,8693,966,7991,620,5485,1886
1334273100,16682,2886,7430,6366,14095,7925,1663,4507
1334273400,18375,6636,6141,5598,6597,477,4026,2094
1334273700,7263,1399,1110,4754,13771,3202,5160,5409
1334274000,13011,5969,1991,5051,23298,8897,8626,5775
1334274300,15010,4159,8117,2734,28696,9986,9648,9062
1334274600,17658,2536,7608,7514,15412,6403,1443,7566
1334274900,18826,7712,9293,1821,18736,5804,5413,7519
1334275200,8809,260,2993,5556,11018,2598,1643,6777
1334275500,12743,6913,4070,1760,10278,4747,2065,3466
1334275800,12029,648,8293,3088,15514,1075,7791,6648
1334276100,22969,7419,7683,7867,8751,2235,3163,3353
1334276400,21423,8203,3686,9534,17660,6642,1026,9992
1334276700,7730,5350,673,1707,10757,439,9615,703
1334277000,20123,3427,8997,7699,6382,1450,4810,122
1334277300,15840,3546,5291,7003,17268,8061,4760,4447
1334277600,8147,2492,3860,1795,9435,3330,1842,4263
1334277900,11423,2321,5945,3157,19071,9745,2605,6721
1334278200,2519,29,1504,986,13495,9351,3371,773
1334278500,19640,4086,5593,9961,8122,1027,631,6464
1334278800,21085,6404,7376,7305,9546,1572,816,7158
1334279100,11606,3502,2600,5504,4958,2941,468,1549
1334279400,18419,7601,7035,3783,15443,7452,3140,4851
